,level_0,index,office,acquisition,category_code,deadpooled_year,founded_year,funding_rounds,investments,ipo,name,number_of_employees,products,total_money_raised_normalized_USD,lat,lng,oficina_principal
714,2944,2770,"{'description': 'Headquarters', 'address1': '11801 Research Drive', 'address2': 'Suite D', 'zip_code': '32615', 'city': 'Alachua', 'state_code': 'FL', 'country_code': 'USA', 'latitude': 29.7847641, 'longitude': -82.4768036}",,biotech,,2009,"[{'id': 6571, 'round_code': 'b', 'source_url': 'http://agtc.com/about/overview.htm', 'source_description': 'Company Overview', 'raised_amount': 27000000, 'raised_currency_code': 'USD', 'funded_year': 2003, 'funded_month': 11, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'InterWest Partners', 'permalink': 'interwest-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Skyline Ventures', 'permalink': 'skyline-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Intersouth Partners', 'permalink': 'intersouth-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'MedImmune Ventures', 'permalink': 'medimmune-ventures'}, 'person': None}]}, {'id': 6572, 'round_code': 'c', 'source_url': 'http://onbiovc.com/applied-genetic-technologies-corp-series-c-118m/', 'source_description': 'Applied Genetic Technologies Corp.: Series C $11.8M', 'raised_amount': 11800000, 'raised_currency_code': 'USD', 'funded_year': 2009, 'funded_month': 6, 'funded_day': 9, 'investments': [{'company': None, 'financial_org': {'name': 'Intersouth Partners', 'permalink': 'intersouth-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'InterWest Partners', 'permalink': 'interwest-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'MedImmune Ventures', 'permalink': 'medimmune-ventures'}, 'person': None}]}, {'id': 18356, 'round_code': 'grant', 'source_url': 'http://www.biospace.com/news_story.aspx?StoryID=194188&full=1', 'source_description': 'Applied Genetic Technologies Corporation Receives Grant from FDA for Clinical Study of Genetic Retinal Disease ', 'raised_amount': 1000000, 'raised_currency_code': 'USD', 'funded_year': 2010, 'funded_month': 9, 'funded_day': 14, 'investments': []}, {'id': 33872, 'round_code': 'b', 'source_url': 'http://www.biospace.com/News/applied-genetic-technologies-corporation-lands-37/280113/Source=TopBreaking', 'source_description': 'Applied Genetic Technologies Corporation Lands $37.5 Million in Venture Capital Funding', 'raised_amount': 37500000, 'raised_currency_code': 'USD', 'funded_year': 2012, 'funded_month': 11, 'funded_day': 19, 'investments': [{'company': None, 'financial_org': {'name': 'Alta Partners', 'permalink': 'alta-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Osage University Partners', 'permalink': 'osage-university-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'InterWest Partners', 'permalink': 'interwest-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Intersouth Partners', 'permalink': 'intersouth-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'MedImmune Ventures', 'permalink': 'medimmune-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'SR One', 'permalink': 'sr-one'}, 'person': None}]}, {'id': 46359, 'round_code': 'debt_round', 'source_url': 'http://www.sec.gov/Archives/edgar/data/1273636/000127363612000001/xslFormDX01/primary_doc.xml', 'source_description': 'SEC', 'raised_amount': 750000, 'raised_currency_code': 'USD', 'funded_year': 2012, 'funded_month': 5, 'funded_day': 3, 'investments': []}]",[],,Applied Genetics Technologies Corporation,,[],78100000.0,29.7847641,-82.4768036,"{'type': 'Point', 'coordinates': [-82.4768036, 29.7847641]}"
715,2945,2771,"{'description': '', 'address1': 'A-11, Second Floor', 'address2': 'Kailash Colony', 'zip_code': '110065', 'city': 'New Delhi', 'state_code': None, 'country_code': 'IND', 'latitude': 28.7164018, 'longitude': 77.1765029}",,cleantech,,2008,"[{'id': 6582, 'round_code': 'a', 'source_url': 'http://www.equityhelpdesk.com/PrivateEquity/Azure_Power_Raises_First_Round', 'source_description': 'Azure Power Raises First Round', 'raised_amount': None, 'raised_currency_code': None, 'funded_year': 2008, 'funded_month': 11, 'funded_day': 18, 'investments': [{'company': None, 'financial_org': {'name': 'Helion Venture Partners', 'permalink': 'helion-venture-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Foundation Capital', 'permalink': 'foundation-capital'}, 'person': None}]}, {'id': 13566, 'round_code': 'b', 'source_url': 'http://www.newswiretoday.com/news/67110/', 'source_description': 'Azure Power Announces Series B Investment', 'raised_amount': None, 'raised_currency_code': None, 'funded_year': 2010, 'funded_month': 3, 'funded_day': 22, 'investments': [{'company': None, 'financial_org': {'name': 'Helion Venture Partners', 'permalink': 'helion-venture-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Foundation Capital', 'permalink': 'foundation-capital'}, 'person': None}]}, {'id': 26699, 'round_code': 'unattributed', 'source_url': 'http://www.greentechmedia.com/articles/read/indias-solar-ipp-azure-power-collects-13.8m-from-germanys-deg/', 'source_description': 'Indiaâ€™s Solar IPP Azure Power Collects $13.6M From Germanyâ€™s DEG', 'raised_amount': 13600000, 'raised_currency_code': 'USD', 'funded_year': 2011, 'funded_month': 11, 'funded_day': 22, 'investments': []}]",[],,Azure Power,,[],13600000.0,28.7164018,77.1765029,"{'type': 'Point', 'coordinates': [77.1765029, 28.7164018]}"
716,2946,2772,"{'description': 'Solix Biofuels', 'address1': '430 B. North College Ave.', 'address2': '', 'zip_code': '80524', 'city': 'Fort Collins', 'state_code': 'CO', 'country_code': 'USA', 'latitude': 40.5932386, 'longitude': -105.0766501}",,cleantech,,2009,"[{'id': 6584, 'round_code': 'a', 'source_url': 'http://www.renewableenergyworld.com/rea/news/article/2008/11/solix-biofuels-completes-us-10-5m-series-a-funding-round-54063', 'source_description': 'Solix Biofuels Completes US $10.5M Series A Funding Round', 'raised_amount': 10500000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 11, 'funded_day': 12, 'investments': [{'company': None, 'financial_org': {'name': 'I2BF Venture Capital', 'permalink': 'i2bf'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Bohemian Investments', 'permalink': 'bohemian-investments'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Southern Ute', 'permalink': 'southern-ute'}, 'person': None}, {'company': {'name': 'Valero Energy', 'permalink': 'valero-energy'}, 'financial_org': None, 'person': None}, {'company': None, 'financial_org': {'name': 'Infield Capital', 'permalink': 'infield-capital'}, 'person': None}]}, {'id': 8259, 'round_code': 'a', 'source_url': 'http://www.biodieselmagazine.com/article.jsp?article_id=3580', 'source_description': 'Solix completes $16.8 million in Series A funding', 'raised_amount': 6300000, 'raised_currency_code': 'USD', 'funded_year': 2009, 'funded_month': 7, 'funded_day': 2, 'investments': [{'company': None, 'financial_org': {'name': 'Shanghai Alliance', 'permalink': 'shanghai-alliance'}, 'person': None}]}, {'id': 10873, 'round_code': 'unattributed', 'source_url': 'http://www.sec.gov/Archives/edgar/data/1414522/000141452209000007/xslFormDX01/primary_doc.xml', 'source_description': 'SEC D, Convertible Notes', 'raised_amount': 500000, 'raised_currency_code': 'USD', 'funded_year': 2009, 'funded_month': 11, 'funded_day': 6, 'investments': []}, {'id': 10874, 'round_code': 'unattributed', 'source_url': 'http://www.sec.gov/Archives/edgar/data/1414522/000141452209000009/xslFormDX01/primary_doc.xml', 'source_description': 'SEC D/A, Convertible Notes', 'raised_amount': 2500000, 'raised_currency_code': 'USD', 'funded_year': 2009, 'funded_month': 11, 'funded_day': 23, 'investments': []}, {'id': 10875, 'round_code': 'unattributed', 'source_url': 'http://www.sec.gov/Archives/edgar/data/1414522/000141452210000001/xslFormDX01/primary_doc.xml', 'source_description': 'SEC D/A, Convertible Notes', 'raised_amount': 2000000, 'raised_currency_code': 'USD', 'funded_year': 2010, 'funded_month': 1, 'funded_day': 4, 'investments': []}, {'id': 22129, 'round_code': 'b', 'source_url': 'http://solixbiofuels.com/content/news/solix-secures-additional-financing-and-changes-name-solix-biosystems', 'source_description': 'Solix Secures Additional Financing and Changes Name to Solix BioSystems', 'raised_amount': 16000000, 'raised_currency_code': 'USD', 'funded_year': 2011, 'funded_month': 3, 'funded_day': 28, 'investments': [{'company': None, 'financial_org': {'name': 'Bohemian Venture', 'permalink': 'bohemian-venture'}, 'person': None}, {'company': None, 'financial_org': {'name': 'I2BF Venture Capital', 'permalink': 'i2bf'}, 'person': None}]}, {'id': 31699, 'round_code': 'c', 'source_url': 'http://www.bloomberg.com/news/2012-08-02/solix-biosystems-gets-31-million-for-commercial-algae-oil-plant.html', 'source_description': 'Solix BioSystems Gets $31 Million For Commercial Algae-Oil Plant', 'raised_amount': 31000000, 'raised_currency_code': 'USD', 'funded_year': 2012, 'funded_month': 8, 'funded_day': 3, 'investments': [{'company': None, 'financial_org': {'name': 'I2BF Venture Capital', 'permalink': 'i2bf'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Southern Ute', 'permalink': 'southern-ute'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Bohemian Venture', 'permalink': 'bohemian-venture'}, 'person': None}]}]",[],,Solix Biofuels,50.0,[],68800000.0,40.5932386,-105.0766501,"{'type': 'Point', 'coordinates': [-105.0766501, 40.5932386]}"
717,2948,2774,"{'description': 'Ykone Headquarters', 'address1': '', 'address2': '', 'zip_code': '', 'city': 'Paris', 'state_code': None, 'country_code': 'FRA', 'latitude': 48.8566667, 'longitude': 2.3509871}",,web,,2009,"[{'id': 6586, 'round_code': 'a', 'source_url': 'http://www.chaussonfinance.com/levee-de-fonds/levee-de-fonds.htm', 'source_description': 'LevÃ©e de fonds - Chausson Finance', 'raised_amount': 1500000, 'raised_currency_code': 'EUR', 'funded_year': 2009, 'funded_month': 5, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'Elaia Partners', 'permalink': 'elaia-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Ange Basile', 'permalink': 'ange-basile'}, 'person': None}]}]",[],,Ykone,10.0,"[{'name': 'Ykone.com', 'permalink': 'ykone-com'}, {'name': 'Ykone for iPhone', 'permalink': 'ykone-for-iphone'}, {'name': 'Ykone for iPad', 'permalink': 'ykone-for-ipad'}]",1332977.8725673156,48.8566667,2.3509871,"{'type': 'Point', 'coordinates': [2.3509871, 48.8566667]}"
718,2949,2775,"{'description': 'HQ', 'address1': '3208 Goni Road Carson City, Nevada 89706', 'address2': '', 'zip_code': '89706', 'city': 'Carson City', 'state_code': 'NV', 'country_code': 'USA', 'latitude': 39.1880124, 'longitude': -119.7480697}",,cleantech,,2005,"[{'id': 6588, 'round_code': 'a', 'source_url': 'http://venturebeat.com/?p=100286', 'source_description': 'ElectraTherm raises $2.6M for waste heat harvesters', 'raised_amount': 2600000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 11, 'funded_day': 11, 'investments': [{'company': None, 'financial_org': {'name': 'Interlaken Capital', 'permalink': 'interlaken'}, 'person': None}]}, {'id': 9436, 'round_code': 'unattributed', 'source_url': 'http://www.greentechmedia.com/articles/read/more-money-for-waste-heat-electratherm-gets-54-m/', 'source_description': 'More Money for Waste Heat: ElectraTherm Gets $5.4M', 'raised_amount': 5400000, 'raised_currency_code': 'USD', 'funded_year': 2009, 'funded_month': 11, 'funded_day': None, 'investments': []}]",[],,ElectraTherm,,[],8000000.0,39.1880124,-119.7480697,"{'type': 'Point', 'coordinates': [-119.7480697, 39.1880124]}"
719,2950,2776,"{'description': '', 'address1': '25 First St.', 'address2': 'Suite 100', 'zip_code': '02141', 'city': 'Cambridge', 'state_code': 'MA', 'country_code': 'USA', 'latitude': 42.3694815, 'longitude': -71.0771871}",,ecommerce,,2008,"[{'id': 6590, 'round_code': 'a', 'source_url': 'http://www.thealarmclock.com/mt/archives/2008/11/white_board_tec.html', 'source_description': ""White Board Tech's IdeaPaint Raises $5M"", 'raised_amount': 5000000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 11, 'funded_day': 12, 'investments': [{'company': None, 'financial_org': {'name': 'Breakaway Ventures', 'permalink': 'breakaway-ventures'}, 'person': None}]}, {'id': 10644, 'round_code': 'unattributed', 'source_url': 'http://www.masshightech.com/stories/2009/12/21/daily35-Ideapaint-hits-on-33M-for-paint-on-dry-erase-tech.html', 'source_description': 'Ideapaint hits on $3.3M for paint-on dry-erase tech', 'raised_amount': 3300000, 'raised_currency_code': 'USD', 'funded_year': 2009, 'funded_month': 12, 'funded_day': 24, 'investments': []}, {'id': 22679, 'round_code': 'c', 'source_url': 'http://www.masshightech.com/stories/2011/04/25/daily36-IdeaPaint-absorbs-5M-rolls-toward-profitability.html', 'source_description': 'IdeaPaint absorbs $5M, rolls toward profitability', 'raised_amount': 5000000, 'raised_currency_code': 'USD', 'funded_year': 2011, 'funded_month': 4, 'funded_day': 27, 'investments': [{'company': None, 'financial_org': {'name': 'Breakaway Ventures', 'permalink': 'breakaway-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Fireman Capital Partners', 'permalink': 'fireman-capital-partners'}, 'person': None}]}]",[],,IdeaPaint,,[],13300000.0,42.3694815,-71.0771871,"{'type': 'Point', 'coordinates': [-71.0771871, 42.3694815]}"
720,2952,2778,"{'description': 'German Headquarters', 'address1': 'Mehringdamm 33', 'address2': '', 'zip_code': '10961', 'city': 'Berlin', 'state_code': None, 'country_code': 'DEU', 'latitude': 52.4947266, 'longitude': 13.398504}",,web,,2007,"[{'id': 29866, 'round_code': 'b', 'source_url': 'http://thenextweb.com/eu/2012/05/10/movie-discovery-site-moviepilot-com-scores-7m-from-dfj-esprit-others/', 'source_description': 'Movie discovery site Moviepilot.com scores $7m from DFJ Esprit, others', 'raised_amount': 7000000, 'raised_currency_code': 'USD', 'funded_year': 2012, 'funded_month': 5, 'funded_day': 10, 'investments': [{'company': None, 'financial_org': {'name': 'DFJ Esprit', 'permalink': 'dfj-esprit'}, 'person': None}]}]",[],,Moviepilot,43.0,[],7000000.0,52.4947266,13.398504,"{'type': 'Point', 'coordinates': [13.398504, 52.4947266]}"
721,2953,2778,"{'description': 'US Office', 'address1': '', 'address2': '', 'zip_code': '', 'city': 'Los Angeles', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 34.0522342, 'longitude': -118.2436849}",,web,,2007,"[{'id': 29866, 'round_code': 'b', 'source_url': 'http://thenextweb.com/eu/2012/05/10/movie-discovery-site-moviepilot-com-scores-7m-from-dfj-esprit-others/', 'source_description': 'Movie discovery site Moviepilot.com scores $7m from DFJ Esprit, others', 'raised_amount': 7000000, 'raised_currency_code': 'USD', 'funded_year': 2012, 'funded_month': 5, 'funded_day': 10, 'investments': [{'company': None, 'financial_org': {'name': 'DFJ Esprit', 'permalink': 'dfj-esprit'}, 'person': None}]}]",[],,Moviepilot,43.0,[],7000000.0,34.0522342,-118.2436849,"{'type': 'Point', 'coordinates': [-118.2436849, 34.0522342]}"
722,2954,2779,"{'description': 'Corporate Headquarters', 'address1': '6340 Quadrangle Drive', 'address2': 'Suite 100', 'zip_code': '27517', 'city': 'Chapel Hill', 'state_code': 'NC', 'country_code': 'USA', 'latitude': 35.911347, 'longitude': -78.976038}",,biotech,,2006,"[{'id': 6603, 'round_code': 'c', 'source_url': 'http://onbiovc.com/cempra-pharmaceuticals-inc-series-c-46m/', 'source_description': 'Cempra Pharmaceuticals, Inc.: Series C $46M', 'raised_amount': 46000000, 'raised_currency_code': 'USD', 'funded_year': 2009, 'funded_month': 6, 'funded_day': 2, 'investments': [{'company': None, 'financial_org': {'name': 'Quaker BioVentures', 'permalink': 'quaker-bioventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Devon Park BioVentures', 'permalink': 'devon-park-bioventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Aisling Capital', 'permalink': 'aisling-capital'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Intersouth Partners', 'permalink': 'intersouth-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': ""Ontario Teachers' Pension Plan"", 'permalink': 'ontario-teachers-pension-plan'}, 'person': None}, {'company': None, 'financial_org': None, 'person': {'first_name': 'I.', 'last_name': 'Wistar Morris III', 'permalink': 'i-wistar-morris-iii'}}]}, {'id': 6604, 'round_code': 'a', 'source_url': 'http://www.bioworld.com/servlet/com.accumedia.web.Dispatcher?next=bioWorldHeadlines_article&forceid=50889', 'source_description': 'Cempra Closes $46M Series C for Trials of Two Antibiotics', 'raised_amount': 22000000, 'raised_currency_code': 'USD', 'funded_year': 2006, 'funded_month': 4, 'funded_day': None, 'investments': []}, {'id': 6605, 'round_code': 'b', 'source_url': 'http://www.bioworld.com/servlet/com.accumedia.web.Dispatcher?next=bioWorldHeadlines_article&forceid=50889', 'source_description': 'Cempra Closes $46M Series C for Trials of Two Antibiotics', 'raised_amount': 10000000, 'raised_currency_code': 'USD', 'funded_year': 2007, 'funded_month': 7, 'funded_day': None, 'investments': []}, {'id': 42269, 'round_code': 'private_equity', 'source_url': 'http://www.sec.gov/Archives/edgar/data/1461993/000146199312000002/xslFormDX01/primary_doc.xml', 'source_description': 'SEC', 'raised_amount': 25119996, 'raised_currency_code': 'USD', 'funded_year': 2012, 'funded_month': 10, 'funded_day': 30, 'investments': []}, {'id': 51065, 'round_code': 'debt_round', 'source_url': 'http://www.sec.gov/Archives/edgar/data/1461993/000146199311000001/xslFormDX01/primary_doc.xml', 'source_description': 'SEC', 'raised_amount': 5000000, 'raised_currency_code': 'USD', 'funded_year': 2011, 'funded_month': 8, 'funded_day': 16, 'investments': []}]",[],,Cempra,,[],108000000.0,35.911347,-78.976038,"{'type': 'Point', 'coordinates': [-78.976038, 35.911347]}"
723,2955,2780,"{'description': 'Corporate Headquarters', 'address1': '303 Twin Dolphin Drive', 'address2': 'Suite 600', 'zip_code': '94065', 'city': 'Redwood City', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.523194, 'longitude': -122.259179}",,biotech,,2008,"[{'id': 6601, 'round_code': 'a', 'source_url': 'http://www.fiercebiotech.com/story/start-versartis-snags-11m-upcoming-trials/2009-06-02?utm_medium=rss&utm_source=rss&cmp-id=OTC-RSS-FB0', 'source_description': 'Start-up Versartis snags $11M for upcoming trials', 'raised_amount': 11000000, 'raised_currency_code': 'USD', 'funded_year': 2009, 'funded_month': 6, 'funded_day': 2, 'investments': [{'company': None, 'financial_org': {'name': 'Index Ventures', 'permalink': 'index-ventures'}, 'person': None}]}, {'id': 21509, 'round_code': 'b', 'source_url': 'http://www.versartis.com/content/newsandevents/releases/021611.htm', 'source_description': 'Versartis Completes $21 Million Series B Financing', 'raised_amount': 21000000, 'raised_currency_code': 'USD', 'funded_year': 2011, 'funded_month': 2, 'funded_day': 16, 'investments': [{'company': None, 'financial_org': {'name': 'New Leaf Venture Partners', 'permalink': 'new-leaf-venture-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Advent Venture Partners', 'permalink': 'advent-venture-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Index Ventures', 'permalink': 'index-ventures'}, 'person': None}]}, {'id': 34822, 'round_code': 'c', 'source_url': 'http://www.fiercebiotech.com/story/versartis-pockets-25m-c-round-it-looks-phii-growth-hormone-study/2013-01-15?utm_source=rss&utm_medium=rss', 'source_description': 'Versartis pockets $25M C round as it looks to PhII growth hormone study', 'raised_amount': 25000000, 'raised_currency_code': 'USD', 'funded_year': 2013, 'funded_month': 1, 'funded_day': 15, 'investments': [{'company': None, 'financial_org': {'name': 'Aisling Capital', 'permalink': 'aisling-capital'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Index Ventures', 'permalink': 'index-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'New Leaf Venture Partners', 'permalink': 'new-leaf-venture-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Advent Venture Partners', 'permalink': 'advent-venture-partners'}, 'person': None}]}, {'id': 43435, 'round_code': 'c', 'source_url': 'http://www.sec.gov/Archives/edgar/data/1513818/000151381813000005/xslFormDX01/primary_doc.xml', 'source_description': 'SEC', 'raised_amount': 12499999, 'raised_currency_code': 'USD', 'funded_year': 2013, 'funded_month': 7, 'funded_day': 22, 'investments': [{'company': None, 'financial_org': {'name': 'Advent Venture Partners', 'permalink': 'advent-venture-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Aisling Capital', 'permalink': 'aisling-capital'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Index Ventures', 'permalink': 'index-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'New Leaf Venture Partners', 'permalink': 'new-leaf-venture-partners'}, 'person': None}]}, {'id': 51301, 'round_code': 'd', 'source_url': 'http://www.finsmes.com/2013/10/versartis-completes-20m-series-financing.html', 'source_description': 'Versartis Completes $20M Series D Financing', 'raised_amount': 20000000, 'raised_currency_code': 'USD', 'funded_year': 2013, 'funded_month': 10, 'funded_day': 8, 'investments': [{'company': None, 'financial_org': {'name': 'Sofinnova Ventures', 'permalink': 'sofinnova-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Advent Venture Partners', 'permalink': 'advent-venture-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Aisling Capital', 'permalink': 'aisling-capital'}, 'person': None}, {'company': {'name': 'amunix', 'permalink': 'amunix'}, 'financial_org': None, 'person': None}, {'company': None, 'financial_org': {'name': 'Index Ventures', 'permalink': 'index-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'New Leaf Venture Partners', 'permalink': 'new-leaf-venture-partners'}, 'person': None}]}]",[],,Versartis,,[],89500000.0,37.523194,-122.259179,"{'type': 'Point', 'coordinates': [-122.259179, 37.523194]}"
724,2956,2781,"{'description': 'Corporate Headquarters', 'address1': '100 N. Main St.', 'address2': 'Ste. 300', 'zip_code': '44022', 'city': 'Chagrin Falls', 'state_code': 'OH', 'country_code': 'USA', 'latitude': 41.4225841, 'longitude': -81.3857728}",,biotech,,2008,"[{'id': 6608, 'round_code': 'a', 'source_url': 'http://onbiovc.com/cervilenz-inc-series-a-4m/', 'source_description': 'CerviLenz, Inc.: Series A $4M', 'raised_amount': 4000000, 'raised_currency_code': 'USD', 'funded_year': 2009, 'funded_month': 5, 'funded_day': 6, 'investments': [{'company': None, 'financial_org': {'name': 'Arboretum Ventures', 'permalink': 'arboretum-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Chrysalis Ventures', 'permalink': 'chrysalis-ventures'}, 'person': None}]}, {'id': 27931, 'round_code': 'a', 'source_url': 'http://onbiovc.com/cervilenz-inc-series-a-84m/', 'source_description': 'Cervilenz, Inc.: Series A $8.4M', 'raised_amount': 8350000, 'raised_currency_code': 'USD', 'funded_year': 2012, 'funded_month': 2, 'funded_day': 2, 'investments': [{'company': None, 'financial_org': {'name': 'Arboretum Ventures', 'permalink': 'arboretum-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Chrysalis Ventures', 'permalink': 'chrysalis-ventures'}, 'person': None}]}, {'id': 41170, 'round_code': 'partial', 'source_url': 'http://www.sec.gov/Archives/edgar/data/1445426/000144542613000001/xslFormDX01/primary_doc.xml', 'source_description': 'SEC', 'raised_amount': 2000000, 'raised_currency_code': 'USD', 'funded_year': 2013, 'funded_month': 1, 'funded_day': 4, 'investments': []}, {'id': 47299, 'round_code': 'partial', 'source_url': 'http://www.sec.gov/Archives/edgar/data/1445426/000144542612000001/xslFormDX01/primary_doc.xml', 'source_description': 'SEC', 'raised_amount': 2000000, 'raised_currency_code': 'USD', 'funded_year': 2012, 'funded_month': 2, 'funded_day': 23, 'investments': []}, {'id': 49692, 'round_code': 'unattributed', 'source_url': 'http://www.sec.gov/Archives/edgar/data/1445426/000144542611000004/xslFormDX01/primary_doc.xml', 'source_description': 'SEC', 'raised_amount': 3475002, 'raised_currency_code': 'USD', 'funded_year': 2011, 'funded_month': 10, 'funded_day': 18, 'investments': []}, {'id': 59654, 'round_code': 'unattributed', 'source_url': 'http://www.sec.gov/Archives/edgar/data/1445426/000144542610000003/xslFormDX01/primary_doc.xml', 'source_description': 'SEC', 'raised_amount': 3125000, 'raised_currency_code': 'USD', 'funded_year': 2010, 'funded_month': 5, 'funded_day': 17, 'investments': []}]",[],,Cervilenz,,[],23000000.0,41.4225841,-81.3857728,"{'type': 'Point', 'coordinates': [-81.3857728, 41.4225841]}"
725,2957,2782,"{'description': 'HQ', 'address1': '2525 28th Street', 'address2': 'Suite 100', 'zip_code': '80301', 'city': 'Boulder', 'state_code': 'CO', 'country_code': 'USA', 'latitude': 40.026, 'longitude': -105.259041}",,biotech,,2009,"[{'id': 6610, 'round_code': 'a', 'source_url': 'http://onbiovc.com/clovis-oncology-inc-series-a-145m/', 'source_description': 'Clovis Oncology (Boulder, CO) an entity focused on licensing or acquiring rights to oncology compounds in all stages of clinical development', 'raised_amount': 145000000, 'raised_currency_code': 'USD', 'funded_year': 2009, 'funded_month': 5, 'funded_day': 26, 'investments': [{'company': None, 'financial_org': {'name': 'Domain Associates', 'permalink': 'domain-associates'}, 'person': None}, {'company': None, 'financial_org': {'name': 'New Enterprise Associates', 'permalink': 'new-enterprise-associates'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Versant Ventures', 'permalink': 'versant-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Aberdare Ventures', 'permalink': 'aberdare-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Abingworth', 'permalink': 'abingworth-management'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Frazier Healthcare Ventures', 'permalink': 'frazier-healthcare-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'ProQuest Investments', 'permalink': 'proquest-investments'}, 'person': None}]}, {'id': 53441, 'round_code': 'convertible', 'source_url': 'http://www.sec.gov/Archives/edgar/data/1466301/000152194611000007/xslFormDX01/primary_doc.xml', 'source_description': 'SEC', 'raised_amount': 20000000, 'raised_currency_code': 'USD', 'funded_year': 2011, 'funded_month': 6, 'funded_day': 3, 'investments': []}, {'id': 54301, 'round_code': 'unattributed', 'source_url': 'http://www.sec.gov/Archives/edgar/data/1466301/000146630113000001/xslFormDX01/primary_doc.xml', 'source_description': 'SEC', 'raised_amount': 191962756, 'raised_currency_code': 'USD', 'funded_year': 2013, 'funded_month': 11, 'funded_day': 27, 'investments': []}]","[{'funding_round': {'round_code': 'unattributed', 'source_url': 'http://www.masshightech.com/stories/2012/01/16/daily36-Avila-spears-4M-in-milestone-payment-from-Clovis--.html', 'source_description': 'Avila spears $4M in milestone payment from Clovis ', 'raised_amount': 4000000, 'raised_currency_code': 'USD', 'funded_year': 2012, 'funded_month': 1, 'funded_day': 20, 'company': {'name': 'Avila Therapeutics', 'permalink': 'avila-therapeutics'}}}]","{'valuation_amount': None, 'valuation_currency_code': 'USD', 'pub_year': 2011, 'pub_month': 11, 'pub_day': 16, 'stock_symbol': 'NASDAQ:CLVS'}",Clovis Oncology,,"[{'name': 'Clovis Oncology', 'permalink': 'clovis-oncology'}]",357000000.0,40.026,-105.259041,"{'type': 'Point', 'coordinates': [-105.259041, 40.026]}"
